"","V1","V2","V3","V4","V5","V6","V7","FY","CY"
"52",167.383558151457,4901.98247265852,1268.19291357584,10771.7910261966,935.726013132997,182.291415227069,244.851032633824,2012,2011
"53",353.618596797667,13126.741502643,2595.31557652436,27221.2572376337,2336.46949068423,499.881321240178,623.926465666683,2012,2011
"54",881.870316113087,9572.58884088081,6428.12655560468,18576.7390001542,3474.88384091957,1307.07636698898,729.519995842843,2012,2011
"55",3330.54452216047,12755.8197551629,24251.0424191878,41199.5266144251,6072.02561564496,4971.91460971722,2269.79081819048,2012,2012
"56",3656.21104254388,6387.47106641296,12364.1452097446,19839.166799849,3644.73760142316,1758.33334074322,991.625340587074,2012,2012
"57",5235.81167808814,7850.97914918606,13030.3425827636,35311.6379622896,6483.53094109357,1233.20792460906,1603.57001475167,2012,2012
"58",6386.93558448048,8396.94753416833,11637.9778739655,30505.6031109571,5624.40308187884,334.511884260478,2123.2332620701,2013,2012
"59",3519.03682473868,8460.79742027391,11068.2182126619,19534.5292190937,3257.11526468984,55.124733873804,1034.88389766524,2013,2012
"60",5128.18059916703,36416.077547054,14498.8316679561,29476.2135722913,7750.86196270895,37.7223811357589,1898.98160822689,2013,2012
"61",4012.2915543747,13578.123685193,9984.52869719603,18089.3704012148,2897.2816470793,11.6458815725335,1441.55982392458,2013,2013
"62",9072.20657027709,13282.7811567628,8755.26752836908,30124.1272188734,2852.12813125176,5.46328412576509,1778.86694762364,2013,2013
"63",6173.43486689033,10659.2147081976,12218.0885483258,29375.8670804882,1673.64258507157,3.59103504979174,1170.03824898475,2013,2013
"64",5833.74285571316,18284.2320801583,28243.5334365373,61403.7863852924,2141.44766501192,5.5627950540874,1814.23795517284,2014,2013
"65",6622.78613703904,38329.1399026876,48889.1983677267,47202.3555160355,5380.70855075972,15.1719158972603,3608.05889917199,2014,2013
"66",1714.03480051388,14334.8610716569,14846.1610380447,12581.6796693218,519.220458148615,9.64736150377903,738.59546292353,2014,2013
"67",5385.94223349386,22765.2838591054,26419.5108402917,37509.9344304619,799.307264438436,94.9238478367281,1068.60668840811,2014,2014
"68",962.459884270032,4197.42042336026,4944.83115467659,6390.36117949914,190.743828606475,108.157463745528,181.952003057993,2014,2014
"69",1177.98210347394,5822.40717893157,7237.37843103905,6165.03967946578,487.293934753179,615.557554718114,174.977141806886,2014,2014
"70",451.769672891388,2614.34501786995,3435.46765113467,1442.27525989276,328.197467408005,505.066703949603,40.539857847009,2015,2014
"71",2328.84822737037,14212.8575223606,10290.2403911133,5655.27518721597,1964.56907892777,3122.732680893,157.710187670615,2015,2014
"72",8873.96274277756,54662.8975922591,34115.0426542546,13075.6052693582,7673.19641374011,12255.550598338,565.735961971906,2015,2014
"73",1987.73967319165,37017.7492888511,9168.99477011629,8072.44754132333,1961.28560410586,17460.3038673156,794.934097472778,2015,2015
"74",302.078628238031,4059.43457865786,1804.15858127281,1588.79508134866,285.009527586271,1776.42101285584,80.9223351119342,2015,2015
"75",2466.80059419253,15180.5272183838,19445.395762969,17127.7419287,2177.70076483243,4443.9857592358,203.215766445441,2015,2015
"76",616.039802818822,5495.9062657847,6668.99130956012,12922.3129842435,1943.18428838647,1065.77613517651,50.0076333462497,2016,2015
"77",513.778994594947,8751.29542368517,13238.2700312271,28178.1500818875,1362.49137034014,702.417160282201,38.5649780953511,2016,2015
"78",221.399393890453,4184.98927273202,5097.94054834931,19876.1716135749,355.847585813331,135.636754578728,13.8037692807476,2016,2015
"79",362.477326878905,5524.7437360892,4525.83251850368,13519.8130005047,385.667974671865,79.8269293076732,20.2029709738975,2016,2016
"80",1093.57201839331,3500.63292424181,3538.92163783515,11040.9662663955,1042.79879091072,153.625821560966,59.4817084540734,2016,2016
